"","coef_lasso","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross","s0","tcross"
"ZNF284",NA,0,1,0,2,0,3,-0.0364772583936388,4,0,5,0,6,0,7,0,8,-0.0364772583936388,9,0,10,0,11,-0.0208845435571862,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZNF33B",NA,-0.0869255823760776,1,-0.0792625314358576,2,-0.0633897368055262,3,-0.103061219280334,4,-0.0718577528151691,5,-0.0718577528151691,6,-0.0842579843642922,7,-0.0718577528151691,8,-0.103061219280334,9,-0.0500164242500303,10,-0.0503011842372118,11,-0.096617768245543,12,-0.0713154024331533,13,-0.0718577528151691,14,-0.0792625314358576,15,-0.0650421092694515,16,-0.0842579843642922,17,-0.0675459227737724,18,-0.0869255823760776,19,-0.0595007382422284,20,-0.0633897368055262,21,-0.0595007382422284,22,-0.0898595305521784,23,-0.0774972858607157,24,-0.0675459227737724,25,-0.0595007382422284,26,-0.0560952884785903,27,-0.0500164242500303,28,-0.049973551770241,29,-0.0842579843642922,30
"SNX25",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MAGOHB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SCARF1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"THBS3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CD3G",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TRBV6.5",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ABCD2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PAQR8",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CHML",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TRBJ2.6",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SHROOM4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"BCAS4",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TRAJ10",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LTV1",NA,0.055128595170707,1,0,2,0,3,0,4,0,5,0,6,0.035678317468945,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0.035678317468945,17,0,18,0.055128595170707,19,0,20,0,21,0,22,0.0725332735389565,23,0,24,0,25,0,26,0,27,0,28,0,29,0.035678317468945,30
"IGF2BP3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CD6",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PLD4",NA,0,1,0,2,0,3,-0.0591540572553266,4,0,5,0,6,0,7,0,8,-0.0591540572553266,9,0,10,0,11,-0.0549412047974082,12,-0.0325521474593384,13,0,14,0,15,-0.027083913290094,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,-0.0394059473833157,24,0,25,0,26,0,27,0,28,-0.00820895564935705,29,0,30
"CEP78",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LDHB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PTCH1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LHFPL6",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TRBJ2.2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LOC389765",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZNF607",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CHCHD7",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TRBJ2.5",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SGCB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CLIC3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,-0.0012585325321379,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TAF1B",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ASRGL1",NA,-0.303950929714445,1,-0.290950008826983,2,-0.273381495817468,3,-0.215728147977156,4,-0.282039510397258,5,-0.282039510397258,6,-0.298797596645597,7,-0.282039510397258,8,-0.215728147977156,9,-0.260979687554393,10,-0.26041608877753,11,-0.222038644416026,12,-0.244259387775376,13,-0.282039510397258,14,-0.290950008826983,15,-0.249431936980348,16,-0.298797596645597,17,-0.277855651364086,18,-0.303950929714445,19,-0.268662303651196,20,-0.273381495817468,21,-0.268662303651196,22,-0.309353388444154,23,-0.239160200592252,24,-0.277855651364086,25,-0.268662303651196,26,-0.264721169098961,27,-0.260979687554393,28,-0.260809422367625,29,-0.298797596645597,30
"IL2RB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MIR4266",NA,0.106614932709331,1,0.0689814467600183,2,0.0166228304380452,3,0,4,0.0428647194533681,5,0.0428647194533681,6,0.094632980825866,7,0.0428647194533681,8,0,9,0,10,0,11,0,12,0,13,0.0428647194533681,14,0.0689814467600183,15,0,16,0.094632980825866,17,0.0295560523682122,18,0.106614932709331,19,0.00404435718581061,20,0.0166228304380452,21,0.00404435718581061,22,0.118044564368029,23,0,24,0.0295560523682122,25,0.00404435718581061,26,0,27,0,28,0,29,0.094632980825866,30
"NVL",NA,0.0582811795360721,1,0.0498177406437973,2,0.0378808712472148,3,0,4,0.0454054803265285,5,0.0454054803265285,6,0.0558617032529108,7,0.0454054803265285,8,0,9,0,10,0,11,0,12,0,13,0.0454054803265285,14,0.0498177406437973,15,0,16,0.0558617032529108,17,0.042560341992141,18,0.0582811795360721,19,0.0312254476084518,20,0.0378808712472148,21,0.0312254476084518,22,0.0607545181823335,23,0,24,0.042560341992141,25,0.0312254476084518,26,0.0232836100223894,27,0,28,0,29,0.0558617032529108,30
"FANCF",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SELENOM",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"GPR18",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LOC84214",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"STAT4",NA,0.28855500353317,1,0.243164807568577,2,0.179095172200655,3,0,4,0.212714626847421,5,0.212714626847421,6,0.274178970769511,7,0.212714626847421,8,0,9,0.0728324853222681,10,0.108540896846318,11,0,12,0,13,0.212714626847421,14,0.243164807568577,15,0,16,0.274178970769511,17,0.19639131262973,18,0.28855500353317,19,0.160828514625928,20,0.179095172200655,21,0.160828514625928,22,0.303078838251505,23,0,24,0.19639131262973,25,0.160828514625928,26,0.144477837933614,27,0.0728324853222681,28,0.0242203431402315,29,0.274178970769511,30
"RRP1B",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MOCS2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZFP14",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"XPA",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"RIOK2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MFSD4A",NA,-0.267251963482396,1,-0.265792433873288,2,-0.277328613172665,3,-0.209863214471841,4,-0.272040518803738,5,-0.272040518803738,6,-0.267254212218405,7,-0.272040518803738,8,-0.209863214471841,9,-0.286213498298193,10,-0.287085530875292,11,-0.218442376428557,12,-0.251867305347133,13,-0.272040518803738,14,-0.265792433873288,15,-0.260876905195726,16,-0.267254212218405,17,-0.274929188593317,18,-0.267251963482396,19,-0.279877653472427,20,-0.277328613172665,21,-0.279877653472427,22,-0.267287811218372,23,-0.243595392743465,24,-0.274929188593317,25,-0.279877653472427,26,-0.282356910005468,27,-0.286213498298193,28,-0.283184321540307,29,-0.267254212218405,30
"DIS3L",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZNF836",NA,-0.130605688309641,1,-0.103259113015024,2,-0.0752201457402863,3,-0.0192291681657924,4,-0.0891781996184121,5,-0.0891781996184121,6,-0.122727850769928,7,-0.0891781996184121,8,-0.0192291681657924,9,-0.0368841410684277,10,-0.0444814173896244,11,-0.0206985142742848,12,-0.0255316462069029,13,-0.0891781996184121,14,-0.103259113015024,15,-0.0260579509199205,16,-0.122727850769928,17,-0.0821644482846548,18,-0.130605688309641,19,-0.068437587648281,20,-0.0752201457402863,21,-0.068437587648281,22,-0.138485535959927,23,-0.0242184552049135,24,-0.0821644482846548,25,-0.068437587648281,26,-0.0610342038289432,27,-0.0368841410684277,28,-0.0312601672039635,29,-0.122727850769928,30
"PNO1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"FAM50B",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"IKZF3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CDR2L",NA,0.302443377963847,1,0.269759118160931,2,0.224724767547758,3,0.0826371659901509,4,0.247855209210125,5,0.247855209210125,6,0.291891977416213,7,0.247855209210125,8,0.0826371659901509,9,0.170374765902777,10,0.179802915924067,11,0.091668888888537,12,0.126616590991757,13,0.247855209210125,14,0.269759118160931,15,0.135162815021186,16,0.291891977416213,17,0.236662120321065,18,0.302443377963847,19,0.212449494305043,20,0.224724767547758,21,0.212449494305043,22,0.313326451356462,23,0.117715741502857,24,0.236662120321065,25,0.212449494305043,26,0.201527770665498,27,0.170374765902777,28,0.159669029158262,29,0.291891977416213,30
"HSP90B1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SYT15",NA,0.0502001159132049,1,0.0624158427375731,2,0.0790302708179568,3,0.0882998732357,4,0.0705197106072814,5,0.0705197106072814,6,0.0543351393397502,7,0.0705197106072814,8,0.0882998732357,9,0.0943521774914776,10,0.0927554733965515,11,0.0915437722164736,12,0.0968146938987608,13,0.0705197106072814,14,0.0624158427375731,15,0.0965516653223234,16,0.0543351393397502,17,0.0748282434598881,18,0.0502001159132049,19,0.0830552735212965,20,0.0790302708179568,21,0.0830552735212965,22,0.0455943532966026,23,0.0968634729660349,24,0.0748282434598881,25,0.0830552735212965,26,0.0860259256726595,27,0.0943521774914776,28,0.0951336519067581,29,0.0543351393397502,30
"SIDT1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"VEGFB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"SPTBN1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"NAA15",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ALDH18A1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LINC02035",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"ZNF383",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"WDR3",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CCDC43",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PARP1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"CWF19L2",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"NEAT1",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"POLR1B",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"LINC01310",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"WDR92",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"BCKDHB",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TSEN54",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"TIMM21",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"MRPL51",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"EIF5B",NA,0,1,0,2,0,3,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,12,0,13,0,14,0,15,0,16,0,17,0,18,0,19,0,20,0,21,0,22,0,23,0,24,0,25,0,26,0,27,0,28,0,29,0,30
"PRG1",NA,0.20951172904963,1,0.187735708021942,2,0.155356285130247,3,0.00333950335683253,4,0.172320559390713,5,0.172320559390713,6,0.202570610184739,7,0.172320559390713,8,0.00333950335683253,9,0.112784617719901,10,0.122447776697462,11,0.0148233124702788,12,0.0601828204989482,13,0.172320559390713,14,0.187735708021942,15,0.0711821873928432,16,0.202570610184739,17,0.163985462496445,18,0.20951172904963,19,0.147106229591779,20,0.155356285130247,21,0.147106229591779,22,0.215780399620475,23,0.0485568024623361,24,0.163985462496445,25,0.147106229591779,26,0.139037957685165,27,0.112784617719901,28,0.102816420840524,29,0.202570610184739,30
